payTo,domains,n_resources,l30d_total_calls,l30d_implied_usd_volume
0xc58f8eff2b6f46b9f5e75432fcdebd5dd949b09f,www.balticdryindex.com,1,1,0.01
0xcb976378f154fa40eeb4aac694dc2fc26b117ffb,lookups.nl,1,1,0.01
0x059a69c76cea4d2b319cc05021a093ab3fd9bafb,x402.orthogonal.com,1,2,0.01
0xb2848049a272ab31581ace5ce77917168cf181e9,gateway.grapevine.fyi,2,4,0.01
0x7d2d55da17aa98130e90054e4011b6727416ad83,x402.orthogonal.com,1,1,0.01
0x09cbbb451ca48ed511c7fc07ed921d539cde1227,x402.orthogonal.com,1,1,0.01
0x079471e6f43b6feef80895e19cbfcbb496904852,x402-seller-pmlm.onrender.com,1,1,0.01
0x66fa4d79ca84016b42352be33c908dd812952ec8,pay.lnpay.ai,1,1,0.01
0xa238af2e66d9d7301f2d02932931851ddf900dcd,x402-solvers.onrender.com,1,4,0.0
0x1bbd551b3ffbae9b6324bd6a464898ea015c8c40,astatelypleasuredome.com,1,2,0.0
0x98c67dfad5f7d70e2782521cd09bb80f560ea2c3,api-onchain.optimai.network,1,2,0.0
0xc599e8e2f9afcd5eff6ad2158b1a5afa83ac299a,pitfalls.doggo-company.com,1,1,0.0
0xde067f726c514b1e957de551aef6db92be9900d5,www.moltbillboard.com,1,4,0.0
0x035755e5c98270b8b950fb28f152cae7375626b0,talkshi.com,1,2,0.0
0x8cb34360d7bb93d4386384d549d69ece30f1ab48,longwatch.dev,1,1,0.0
0x34b3e42d1f758ca31ded6f1b00d205ddff531827,webhook.site,1,2,0.0
0xf16f0882de08315b438e9f3a2abfb2d2e5d94eca,fiatdock.com,1,2,0.0
0x8593c67e24ed45b195ae88e4b1f0cfaf4b9e0506,fiatdock.com,1,1,0.0
0x7bebee9f4c1694e18fd9bf3bf0f113d7fb2d6bb3,sentedge.ai,1,0,0.0
0x63ebccd826b874ce988e6498eaabb6bd47afc8a4,api-production-54bd.up.railway.app;api.wickedapi.com,2,4,0.0
0x8331051bb822536d5e228433e7a5486f7169064d,email-preflight-api.vercel.app,1,1,0.0
0xb6a059e341769c08310a8cfaef17015fc5f896c4,revert.wtf,1,3,0.0
0xb40a687ca5483ebc02f870348f6e08971cae1308,promptqualityscore.com,1,3,0.0
0x479b69dfb8f7cce52da68f8276286840e8211ab9,starring-generated-forests-trader.trycloudflare.com,1,2,0.0
0xa922f38041b5ee227c96a547f106f1330447e30e,x402-micro-tollgate.onrender.com,1,1,0.0
0xdf0c4a88cf28e24cd63a0d2ac54052c65f0c7700,web3-signals-api-production.up.railway.app,2,3,0.0
,health.getvda.ai,1,2,0.0
0xe8bc82d53e45e61e07d84536970d695265a51ce4,x402-paid-api.x402-finance.workers.dev,1,2,0.0
0xd9e7a161ad06f410c28b3939cef5f06f0a327a8c,listing-roast-x402-service-production.up.railway.app,1,3,0.0
0x56cfdcc1ab02e027a11ebced1b884351ea6467ca,agentforge-production-0893.up.railway.app,2,4,0.0
0x1bb5dabe390cf04bf743175a1b57a55ce288ae7f,xx402.vercel.app,1,4,0.0
0x5deaebaf98034cc0d9abe3757a440b121c42ef0a,remarkable-creation-production-8797.up.railway.app,4,4,0.0
0xa25b574e35370a6fbb4c723493b43e0369f93f57,forage.cash,1,2,0.0
0x7324489ddbdaa3a1136a4d66b670d3cd9bac5290,x402.browserbase.com,1,2,0.0
0x7cec794ef37633ff1fe649d6db406eaf567a4515,x402.browserbase.com,1,1,0.0
0x246757215f1769f0d33fd6d5861a3a5f68d062e3,x402.browserbase.com,1,1,0.0
0xfca89cfe3826e1ec8a122f623d9784fb84e6450b,x402.browserbase.com,1,1,0.0
0x2427981611678e3b9bfcc430112439775484f694,x402.browserbase.com,1,1,0.0
0xef81e54a0f48531a688d71e20841df77d22422b7,x402.browserbase.com,1,1,0.0
0x43b6cba72dc0eb50316af8c2ab9f62799aab2b36,x402.browserbase.com,1,1,0.0
0xd38fe438f96c9e21acda8d3e9ece8c4156157dc0,cell001-media-geometry.ligeiastudio-aitools.workers.dev,1,1,0.0
0x749b7b7a6944d72266be9500fc8c221b6a7554ce,recoup-qgrbqflbo-recoupable-ad724970.vercel.app;x402-next-mainnet-wheat.vercel.app,3,4,0.0
0x021028695eafdde60e139d87000a8bd6cb65645e,x402-demo-discovery-endpoint.vercel.app,1,4,0.0
0xe894f459b8f25af062d744c71c714b64e4f5c8dd,aiact-api.com,1,3,0.0
0xf43f7a7b8370d28ecb6606636dc61c0470c4ec91,token-api.x402hub.xyz,1,2,0.0
0x67ce366b323b47561c6a1154bc633440822497b4,ez-qr-generator.com,1,1,0.0
0xa954852f41aabb6e8577eb661449531472aed775,x402-mainnet.vercel.app,1,2,0.0
0xc3426919d3c3e822fde601187ada28ef41c5f85d,x402endpoint-924155002144.us-west2.run.app,2,0,0.0
0xa06c42daa258595bc773a0bf032a5ba55939781a,api.memestack.ai;mcp.memestack.ai,3,0,0.0
